"geneID","proteinID","descrip"
"BKA90DRAFT_141646","KAE8169945.1","Formate/nitrite transporter-domain-containing protein"
"BKA90DRAFT_164511","KAE8169946.1","armadillo-type protein"
"BKA90DRAFT_88696","KAE8169947.1","hypothetical protein"
"BKA90DRAFT_141653","KAE8169948.1","hypothetical protein"
"BKA90DRAFT_164513","KAE8169949.1","peptidase M24, structural domain-containing protein"
"BKA90DRAFT_141656","KAE8169950.1","Arginine biosynthesis bifunctional protein ArgJ beta chain"
"BKA90DRAFT_141657","KAE8169951.1","chromatin modification-related protein EAF6"
"BKA90DRAFT_141658","KAE8169952.1","hypothetical protein"
"BKA90DRAFT_141660","KAE8169953.1","hypothetical protein"
"BKA90DRAFT_141661","KAE8169954.1","proteasome maturation factor UMP1"
"BKA90DRAFT_103077","KAE8169955.1","hypothetical protein"
"BKA90DRAFT_141664","KAE8169956.1","hypothetical protein"
"BKA90DRAFT_141665","KAE8169957.1","hypothetical protein"
"BKA90DRAFT_141666","KAE8169958.1","Sec62/63 complex, subunit Sec66"
"BKA90DRAFT_42523","KAE8169959.1","nuclear protein localization protein 4"
"BKA90DRAFT_88681","KAE8169960.1","heat shock protein 70 family"
"BKA90DRAFT_141674","KAE8169961.1","armadillo-type protein"
"BKA90DRAFT_170569","KAE8169962.1","PRP38 family-domain-containing protein"
"BKA90DRAFT_141677","KAE8169963.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_103097","KAE8169964.1","cupin-like domain-containing protein"
"BKA90DRAFT_141681","KAE8169965.1","hypothetical protein"
"BKA90DRAFT_141683","KAE8169966.1","sulfate transporter family-domain-containing protein"
"BKA90DRAFT_141684","KAE8169967.1","peptidase M24, structural domain-containing protein"
"BKA90DRAFT_164532","KAE8169968.1","pseudouridine synthase"
"BKA90DRAFT_141693","KAE8169969.1","DnaJ domain-containing protein"
"BKA90DRAFT_141694","KAE8169970.1","WD40-repeat-containing domain protein"
"BKA90DRAFT_158918","KAE8169971.1","hypothetical protein"
"BKA90DRAFT_141697","KAE8169972.1","hypothetical protein"
"BKA90DRAFT_141698","KAE8169973.1","RFX DNA-binding domain-containing protein"
"BKA90DRAFT_88659","KAE8169974.1","60S ribosomal protein L7"
"BKA90DRAFT_141702","KAE8169975.1","cyclin-like protein"
"BKA90DRAFT_117350","KAE8169976.1","hypothetical protein"
"BKA90DRAFT_141704","KAE8169977.1","DNA-binding protein"
"BKA90DRAFT_88720","KAE8169978.1","heat shock protein 70 family"
"BKA90DRAFT_88660","KAE8169979.1","cytidine deaminase-like protein"
"BKA90DRAFT_141710","KAE8169980.1","kinase-like domain-containing protein"
"BKA90DRAFT_141712","KAE8169981.1","hypothetical protein"
"BKA90DRAFT_158930","KAE8169912.1","hypothetical protein"
"BKA90DRAFT_141714","KAE8169913.1","hypothetical protein"
"BKA90DRAFT_148932","KAE8169914.1","hypothetical protein"
"BKA90DRAFT_43083","KAE8169915.1","hypothetical protein"
"BKA90DRAFT_176277","KAE8169916.1","hypothetical protein"
"BKA90DRAFT_131099","KAE8169917.1","hypothetical protein"
"BKA90DRAFT_148935","KAE8169918.1","hypothetical protein"
"BKA90DRAFT_103146","KAE8169919.1","hypothetical protein"
"BKA90DRAFT_43107","KAE8169920.1","major facilitator superfamily domain-containing protein"
"BKA90DRAFT_170596","KAE8169921.1","hypothetical protein"
"BKA90DRAFT_176280","KAE8169922.1","hypothetical protein"
"BKA90DRAFT_148941","KAE8169923.1","hypothetical protein"
"BKA90DRAFT_141739","KAE8169924.1","hypothetical protein"
"BKA90DRAFT_170600","KAE8169925.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_141741","KAE8169926.1","hypothetical protein"
"BKA90DRAFT_43142","KAE8169927.1","hypothetical protein"
"BKA90DRAFT_88745","KAE8169928.1","hypothetical protein"
"BKA90DRAFT_88751","KAE8169929.1","ATP-dependent RNA helicase SUB2"
"BKA90DRAFT_141750","KAE8169930.1","hypothetical protein"
"BKA90DRAFT_154853","KAE8169931.1","hypothetical protein"
"BKA90DRAFT_141753","KAE8169932.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_164562","KAE8169933.1","glycoside hydrolase superfamily"
"BKA90DRAFT_43197","KAE8169934.1","hypothetical protein"
"BKA90DRAFT_154856","KAE8169935.1","hypothetical protein"
"BKA90DRAFT_88740","KAE8169936.1","hypothetical protein"
"BKA90DRAFT_141760","KAE8169937.1","hypothetical protein"
"BKA90DRAFT_170614","KAE8169938.1","Nuf2 family-domain-containing protein"
"BKA90DRAFT_154860","KAE8169939.1","hypothetical protein"
"BKA90DRAFT_141770","KAE8169940.1","Skp1 family, dimerization domain-containing protein"
"BKA90DRAFT_141772","KAE8169877.1","hypothetical protein"
"BKA90DRAFT_154863","KAE8169878.1","general substrate transporter"
"BKA90DRAFT_158956","KAE8169879.1","Rec8 like protein-domain-containing protein"
"BKA90DRAFT_103186","KAE8169880.1","aspartic peptidase domain-containing protein"
"BKA90DRAFT_117413","KAE8169881.1","hypothetical protein"
"BKA90DRAFT_141779","KAE8169882.1","hypothetical protein"
"BKA90DRAFT_141780","KAE8169883.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_141781","KAE8169884.1","stretch-activated Ca2+-permeable channel component-domain-containing protein"
"BKA90DRAFT_141782","KAE8169885.1","hypothetical protein"
"BKA90DRAFT_88845","KAE8169886.1","hypothetical protein"
"BKA90DRAFT_141784","KAE8169887.1","hypothetical protein"
"BKA90DRAFT_141786","KAE8169888.1","Rpp20 subunit of nuclear RNase MRP and P-domain-containing protein"
"BKA90DRAFT_141787","KAE8169889.1","hypothetical protein"
"BKA90DRAFT_141788","KAE8169890.1","hypothetical protein"
"BKA90DRAFT_141789","KAE8169891.1","ammonium transporter AmtB-like domain-containing protein"
"BKA90DRAFT_141792","KAE8169892.1","hypothetical protein"
"BKA90DRAFT_141794","KAE8169893.1","UTP--glucose-1-phosphate uridylyltransferase family"
"BKA90DRAFT_141797","KAE8169894.1","hypothetical protein"
"BKA90DRAFT_103223","KAE8169895.1","hypothetical protein"
"BKA90DRAFT_154883","KAE8169896.1","hypothetical protein"
"BKA90DRAFT_154884","KAE8169897.1","Caulimovirus viroplasmin-domain-containing protein"
"BKA90DRAFT_141803","KAE8169898.1","metallothionein-II protein"
"BKA90DRAFT_154885","KAE8169899.1","hypothetical protein"
"BKA90DRAFT_141806","KAE8169900.1","phosphatidylinositol 3 and 4-kinase-domain-containing protein"
"BKA90DRAFT_141807","KAE8169901.1","hypothetical protein"
"BKA90DRAFT_43392","KAE8169902.1","hypothetical protein"
"BKA90DRAFT_43386","KAE8169903.1","Dihydropteroate synthase-like protein"
"BKA90DRAFT_117460","KAE8169904.1","hypothetical protein"
"BKA90DRAFT_141815","KAE8169905.1","mitochondrial distribution and morphology protein 12"
"BKA90DRAFT_103243","KAE8169906.1","hypothetical protein"
"BKA90DRAFT_148990","KAE8169907.1","hypothetical protein"
"BKA90DRAFT_141818","KAE8169908.1","hypothetical protein"
"BKA90DRAFT_141820","KAE8169909.1","S-adenosyl-L-methionine-dependent methyltransferase"
"BKA90DRAFT_141821","KAE8169910.1","eukaryotic translation initiation factor 3 subunit I"
"BKA90DRAFT_103254","KAE8169911.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_88858","KAE8169844.1","NADP-dependent oxidoreductase domain-containing protein"
"BKA90DRAFT_117485","KAE8169845.1","translation elongation factor 1-alpha"
"BKA90DRAFT_43724","KAE8169846.1","mannose-6-phosphate receptor binding domain-containing protein"
"BKA90DRAFT_43734","KAE8169847.1","fork head domain-containing protein"
"BKA90DRAFT_43730","KAE8169848.1","hypothetical protein"
"BKA90DRAFT_141831","KAE8169849.1","60S ribosomal protein L16"
"BKA90DRAFT_88850","KAE8169850.1","putative Sin3 binding protein-domain-containing protein"
"BKA90DRAFT_141835","KAE8169851.1","hypothetical protein"
"BKA90DRAFT_141836","KAE8169852.1","hypothetical protein"
"BKA90DRAFT_141839","KAE8169853.1","hypothetical protein"
"BKA90DRAFT_176336","KAE8169854.1","lysophospholipase"
"BKA90DRAFT_117509","KAE8169855.1","hypothetical protein"
"BKA90DRAFT_43821","KAE8169856.1","hypothetical protein"
"BKA90DRAFT_43828","KAE8169857.1","hypothetical protein"
"BKA90DRAFT_141844","KAE8169858.1","hypothetical protein"
"BKA90DRAFT_141847","KAE8169859.1","hypothetical protein"
"BKA90DRAFT_141848","KAE8169860.1","putative NADPH reductase TAH18"
"BKA90DRAFT_43856","KAE8169861.1","hypothetical protein"
"BKA90DRAFT_141852","KAE8169862.1","Tim17/Tim22/Tim23/Pmp24 family-domain-containing protein"
"BKA90DRAFT_141856","KAE8169863.1","hypothetical protein"
"BKA90DRAFT_141857","KAE8169864.1","hypothetical protein"
"BKA90DRAFT_141859","KAE8169865.1","galactose mutarotase-like domain-containing protein"
"BKA90DRAFT_141860","KAE8169866.1","hypothetical protein"
"BKA90DRAFT_141861","KAE8169867.1","DNA replication regulator SLD3-domain-containing protein"
"BKA90DRAFT_141867","KAE8169868.1","small subunit of acetolactate synthase-domain-containing protein"
"BKA90DRAFT_141870","KAE8169869.1","ribonuclease H-like domain-containing protein"
"BKA90DRAFT_141874","KAE8169870.1","concanavalin A-like lectin/glucanase domain-containing protein"
"BKA90DRAFT_141875","KAE8169871.1","hypothetical protein"
"BKA90DRAFT_43937","KAE8169872.1","hypothetical protein"
"BKA90DRAFT_43940","KAE8169873.1","Endoribonuclease L-PSP/chorismate mutase-like protein"
"BKA90DRAFT_43952","KAE8169874.1","Spc98 family-domain-containing protein"
"BKA90DRAFT_43958","KAE8169875.1","hypothetical protein"
"BKA90DRAFT_170673","KAE8169876.1","hypothetical protein"
"BKA90DRAFT_149025","KAE8169814.1","hypothetical protein"
"BKA90DRAFT_158992","KAE8169815.1","hypothetical protein"
"BKA90DRAFT_44019","KAE8169816.1","G10 protein"
"BKA90DRAFT_141887","KAE8169817.1","organic solute transporter Ostalpha-domain-containing protein"
"BKA90DRAFT_141891","KAE8169818.1","Gti1/Pac2 family-domain-containing protein"
"BKA90DRAFT_154929","KAE8169819.1","hypothetical protein"
"BKA90DRAFT_154930","KAE8169820.1","tRNA-guanine(15) transglycosylase-like protein"
"BKA90DRAFT_141897","KAE8169821.1","nucleolar protein 16"
"BKA90DRAFT_141898","KAE8169822.1","mannose-6-phosphate isomerase"
"BKA90DRAFT_170681","KAE8169823.1","hypothetical protein"
"BKA90DRAFT_164637","KAE8169824.1","hypothetical protein"
"BKA90DRAFT_141902","KAE8169825.1","DNA polymerase subunit Cdc27"
"BKA90DRAFT_141903","KAE8169826.1","adenosine deaminase/editase"
"BKA90DRAFT_44113","KAE8169827.1","ankyrin repeat-containing domain protein"
"BKA90DRAFT_141907","KAE8169828.1","armadillo-type protein"
"BKA90DRAFT_44121","KAE8169829.1","hypothetical protein"
"BKA90DRAFT_170687","KAE8169830.1","hypothetical protein"
"BKA90DRAFT_141910","KAE8169831.1","SAM-dependent RNA methyltransferase"
"BKA90DRAFT_141913","KAE8169832.1","hypothetical protein"
"BKA90DRAFT_141917","KAE8169833.1","iron-sulfur protein IND1"
"BKA90DRAFT_141918","KAE8169834.1","GTP-binding protein TrmE N-terminus-domain-containing protein"
"BKA90DRAFT_44176","KAE8169835.1","integral membrane protein S linking to the trans Golgi network-domain-containing protein"
"BKA90DRAFT_141921","KAE8169836.1","hypothetical protein"
"BKA90DRAFT_141923","KAE8169837.1","kinase-like domain-containing protein"
"BKA90DRAFT_141924","KAE8169838.1","MCM2/3/5 family-domain-containing protein"
"BKA90DRAFT_141925","KAE8169839.1","hypothetical protein"
"BKA90DRAFT_141926","KAE8169840.1","hypothetical protein"
"BKA90DRAFT_141933","KAE8169841.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_117611","KAE8169842.1","mitochondrial function, CLU-N-term-domain-containing protein"
"BKA90DRAFT_141937","KAE8169843.1","clustered mitochondria-domain-containing protein"
"BKA90DRAFT_65784","KAE8169790.1","DnaJ domain-containing protein"
"BKA90DRAFT_141938","KAE8169791.1","WD40-repeat-containing domain protein"
"BKA90DRAFT_141939","KAE8169792.1","hypothetical protein"
"BKA90DRAFT_141942","KAE8169793.1","ribonuclease H-like domain-containing protein"
"BKA90DRAFT_141943","KAE8169794.1","Anp1-domain-containing protein"
"BKA90DRAFT_141945","KAE8169795.1","hypothetical protein"
"BKA90DRAFT_117628","KAE8169796.1","hypothetical protein"
"BKA90DRAFT_44272","KAE8169797.1","enhancer of polycomb-like protein 1"
"BKA90DRAFT_141954","KAE8169798.1","hypothetical protein"
"BKA90DRAFT_141955","KAE8169799.1","hypothetical protein"
"BKA90DRAFT_44297","KAE8169800.1","COPII coat assembly protein SEC16"
"BKA90DRAFT_117641","KAE8169801.1","hypothetical protein"
"BKA90DRAFT_141964","KAE8169802.1","hypothetical protein"
"BKA90DRAFT_158997","KAE8169803.1","hypothetical protein"
"BKA90DRAFT_141968","KAE8169804.1","protein SIP5"
"BKA90DRAFT_141970","KAE8169805.1","60S acidic ribosomal protein P1"
"BKA90DRAFT_141973","KAE8169806.1","60S ribosomal protein L13"
"BKA90DRAFT_141975","KAE8169807.1","40S ribosomal protein S16"
"BKA90DRAFT_141977","KAE8169808.1","DNA glycosylase"
"BKA90DRAFT_44550","KAE8169809.1","Sec39 domain-containing protein"
"BKA90DRAFT_141979","KAE8169810.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_141980","KAE8169811.1","mitochondrial import inner membrane translocase subunit TIM14"
"BKA90DRAFT_164680","KAE8169812.1","ABC-2 type transporter-domain-containing protein"
"BKA90DRAFT_149078","KAE8169813.1","FAD-binding domain-containing protein"
"BKA90DRAFT_141987","KAE8169767.1","PAB-dependent poly(A)-specific ribonuclease subunit PAN3"
"BKA90DRAFT_141988","KAE8169768.1","beta-glucan synthesis-associated protein-domain-containing protein"
"BKA90DRAFT_176406","KAE8169769.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_44635","KAE8169770.1","hypothetical protein"
"BKA90DRAFT_141993","KAE8169771.1","hypothetical protein"
"BKA90DRAFT_141994","KAE8169772.1","transcriptional regulator of RNA polII, SAGA, subunit-domain-containing protein"
"BKA90DRAFT_141996","KAE8169773.1","hypothetical protein"
"BKA90DRAFT_141998","KAE8169774.1","hypothetical protein"
"BKA90DRAFT_44648","KAE8169775.1","hypothetical protein"
"BKA90DRAFT_159007","KAE8169776.1","hypothetical protein"
"BKA90DRAFT_44665","KAE8169777.1","cyclin-like protein"
"BKA90DRAFT_142006","KAE8169778.1","hypothetical protein"
"BKA90DRAFT_164692","KAE8169779.1","S-adenosyl-L-methionine-dependent methyltransferase"
"BKA90DRAFT_142008","KAE8169780.1","hypothetical protein"
"BKA90DRAFT_142010","KAE8169781.1","hypothetical protein"
"BKA90DRAFT_89076","KAE8169782.1","hypothetical protein"
"BKA90DRAFT_149094","KAE8169783.1","hypothetical protein"
"BKA90DRAFT_44715","KAE8169784.1","hypothetical protein"
"BKA90DRAFT_142022","KAE8169785.1","Golgi apparatus membrane protein TVP18"
"BKA90DRAFT_142025","KAE8169786.1","hypothetical protein"
"BKA90DRAFT_142032","KAE8169787.1","hypothetical protein"
"BKA90DRAFT_44773","KAE8169788.1","hypothetical protein"
"BKA90DRAFT_176421","KAE8169789.1","hypothetical protein"
"BKA90DRAFT_142041","KAE8169744.1","RNA polymerase III RPC4-domain-containing protein"
"BKA90DRAFT_142042","KAE8169745.1","hypothetical protein"
"BKA90DRAFT_142044","KAE8169746.1","hypothetical protein"
"BKA90DRAFT_164703","KAE8169747.1","hypothetical protein"
"BKA90DRAFT_142051","KAE8169748.1","transcription factor PAP1-domain-containing protein"
"BKA90DRAFT_142052","KAE8169749.1","hypothetical protein"
"BKA90DRAFT_142053","KAE8169750.1","autophagy-related protein 13"
"BKA90DRAFT_142056","KAE8169751.1","adaptin N terminal region-domain-containing protein"
"BKA90DRAFT_159012","KAE8169752.1","hypothetical protein"
"BKA90DRAFT_142058","KAE8169753.1","amino acid permease-domain-containing protein"
"BKA90DRAFT_44873","KAE8169754.1","hypothetical protein"
"BKA90DRAFT_142061","KAE8169755.1","hypothetical protein"
"BKA90DRAFT_89122","KAE8169756.1","cytochrome c oxidase subunit IV-domain-containing protein"
"BKA90DRAFT_44968","KAE8169757.1","hypothetical protein"
"BKA90DRAFT_44970","KAE8169758.1","Inosine/uridine-preferring nucleoside hydrolase domain-containing protein"
"BKA90DRAFT_117747","KAE8169759.1","hypothetical protein"
"BKA90DRAFT_142079","KAE8169760.1","fungal-specific transcription factor domain-containing protein"
"BKA90DRAFT_44992","KAE8169761.1","DNA glycosylase"
"BKA90DRAFT_117756","KAE8169762.1","cytochrome P450"
"BKA90DRAFT_176438","KAE8169763.1","hypothetical protein"
"BKA90DRAFT_45002","KAE8169764.1","histidine phosphatase superfamily"
"BKA90DRAFT_155012","KAE8169765.1","hypothetical protein"
"BKA90DRAFT_142084","KAE8169766.1","major facilitator superfamily domain-containing protein"
"BKA90DRAFT_142087","KAE8169717.1","hypothetical protein"
"BKA90DRAFT_142088","KAE8169718.1","inorganic pyrophosphatase"
"BKA90DRAFT_142090","KAE8169719.1","hypothetical protein"
"BKA90DRAFT_142093","KAE8169720.1","Pre-mRNA-processing protein 45"
"BKA90DRAFT_142094","KAE8169721.1","hypothetical protein"
"BKA90DRAFT_45085","KAE8169722.1","Non-histone chromosomal protein 6"
"BKA90DRAFT_45044","KAE8169723.1","hypothetical protein"
"BKA90DRAFT_159036","KAE8169724.1","hypothetical protein"
"BKA90DRAFT_117784","KAE8169725.1","nuclear transport factor 2"
"BKA90DRAFT_142106","KAE8169726.1","hypothetical protein"
"BKA90DRAFT_142108","KAE8169727.1","transcription elongation factor SPT5"
"BKA90DRAFT_142110","KAE8169728.1","acyl-CoA N-acyltransferase"
"BKA90DRAFT_142111","KAE8169729.1","RXT2-like protein"
"BKA90DRAFT_142115","KAE8169730.1","tubulin-tyrosine ligase family-domain-containing protein"
"BKA90DRAFT_142119","KAE8169731.1","Plectin/S10 domain-containing protein"
"BKA90DRAFT_45237","KAE8169732.1","hypothetical protein"
"BKA90DRAFT_142122","KAE8169733.1","ribonuclease III domain-containing protein"
"BKA90DRAFT_142123","KAE8169734.1","acetyl-CoA carboxylase"
"BKA90DRAFT_142127","KAE8169735.1","hypothetical protein"
"BKA90DRAFT_45288","KAE8169736.1","gamma-glutamyltranspeptidase"
"BKA90DRAFT_103600","KAE8169737.1","Eisosome component PIL1/LSP1"
"BKA90DRAFT_45374","KAE8169738.1","hypothetical protein"
"BKA90DRAFT_159046","KAE8169739.1","phosphatidic acid phosphatase type 2/haloperoxidase"
"BKA90DRAFT_164740","KAE8169740.1","OPT oligopeptide transporter protein-domain-containing protein"
"BKA90DRAFT_142139","KAE8169741.1","histone acetyltransferase type B catalytic subunit"
"BKA90DRAFT_176464","KAE8169742.1","hypothetical protein"
"BKA90DRAFT_45423","KAE8169743.1","hypothetical protein"
"BKA90DRAFT_142143","KAE8169683.1","hypothetical protein"
"BKA90DRAFT_142144","KAE8169684.1","hypothetical protein"
"BKA90DRAFT_142146","KAE8169685.1","hypothetical protein"
"BKA90DRAFT_170791","KAE8169686.1","hypothetical protein"
"BKA90DRAFT_142151","KAE8169687.1","hypothetical protein"
"BKA90DRAFT_142152","KAE8169688.1","ribosome biogenesis protein YTM1"
"BKA90DRAFT_142153","KAE8169689.1","Metallo-dependent phosphatase-like protein"
"BKA90DRAFT_142154","KAE8169690.1","multiple RNA-binding domain-containing protein 1"
"BKA90DRAFT_159147","KAE8169691.1","hypothetical protein"
"BKA90DRAFT_142156","KAE8169692.1","hypothetical protein"
"BKA90DRAFT_142157","KAE8169693.1","P-loop containing nucleoside triphosphate hydrolase protein"
"BKA90DRAFT_142158","KAE8169694.1","putative multi-protein binding factor 1"
